text,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
Thanks to #UNT grad Lauren for taking care of @MeanGreenMBB on our @AmericanAir flight to play at Nebraska tomorrow. Proud @UNTsocial alums everywhere! #GoMeanGreen pic.twitter.com/zAY3foui6M,Thanks UNT grad Lauren taking care flight play Nebraska tomorrow Proud alums everywhere GoMeanGreen pic twitter com zAY foui M,1,22,0,1,24,1,0,0,2,8, Thanks NUT grad Lauren taking care flight play Nebraska tomorrow Proud alums everywhere Greengrocer pic twitter com zany four M
This was @AmericanAir ’s (LAA side) first A319 which was delivered back in 2013 • N8001N (ship 001). Gotta love those Sharklets! pic.twitter.com/8mTUayWuiP,This LAA side first A delivered back N N ship Gotta love Sharklets pic twitter com mTUayWuiP,1,16,0,1,22,1,0,0,0,9, This LA side first A delivered back N N ship Gotta love Shark lets pic twitter com 
The bathrooms were clogged on the first @AmericanAir from Dallas and they didn’t realize it until mid way through flight. Now they seated us on the back up plane for an hour and said they don’t have any flight attendants. Definitely don’t fly @AmericanAir,The bathrooms clogged first Dallas realize mid way flight Now seated us back plane hour said flight attendants Definitely fly,0,20,1,0,43,1,0,0,0,7, The bathrooms clogged first Dallas realize mid way flight Now seated us back plane hour said flight attendants Definitely fly
Just curious how a broken tray table can delay an entire flight? I will gladly hold my drink or put my computer on my lap so we can fly. Or just give that person a voucher? Why? Whyyy? @AmericanAir,Just curious broken tray table delay entire flight I gladly hold drink put computer lap fly Or give person voucher Why Whyyy,0,19,2,1,36,1,0,0,0,6, Just curious broken tray table delay entire flight I gladly hold drink put computer lap fly Or give person voucher Why Why
"Thanks A lot @AmericanAir | I love all the features you give customers. Tvs, USB ports, movie selections, large overhead bins & free WiFi if your phone service is with @TMobile https:// twitter.com/americanair/st atus/929733723704225795 …",Thanks A lot I love features give customers Tvs USB ports movie selections large overhead bins free WiFi phone service https twitter com americanair st atus,1,26,0,2,33,1,0,0,0,12, Thanks A lot I love features give customers TVs USB ports movie selections large overhead bins free WiFi phone service HTTP twitter com Americana st taus
"We are here in Tulsa in search of the rarest of creatures in all of #aviation -- a captain who does walk-arounds... And there it is, a Captain-us @AmericanAir -us, and he is outside his native habitat. This is truly unique, ladies and gents! #avgeek pic.twitter.com/I5E6Fva0Tq",We Tulsa search rarest creatures aviation captain walk arounds And Captain us us outside native habitat This truly unique ladies gents avgeek pic twitter com I E Fva Tq,0,26,0,0,46,1,0,0,2,12, We Tulsa search rarest creatures aviation captain walk around And Captain us us outside native habitat This truly unique ladies gents av geek pic twitter com I E Ova T
#SFO to Auckland NZ $760 RT #airfare on @AmericanAir these and other #flights and dates http:// Airfarewatchdog.com pic.twitter.com/smPk0iYOqS,SFO Auckland NZ RT airfare flights dates http Airfarewatchdog com pic twitter com smPk iYOqS,3,16,0,0,18,1,0,0,3,8, SF Auckland NZ RT airfare flights dates HTTP Airfare watchdog com pic twitter com skimp 
Just boarded my flight on @AmericanAir to Atlanta! Picked up some special edition @Forbes 100th year anniversary Magazines for Dec 2017 & Jan 2018 issues. 2018 Fromt cover featuring @WarrenBuffett & December 2017 featuring @realDonaldTrump ! pic.twitter.com/ad8tMIjchk,Just boarded flight Atlanta Picked special edition th year anniversary Magazines Dec Jan issues Fromt cover featuring December featuring pic twitter com ad tMIjchk,0,27,0,0,37,1,0,0,0,10, Just boarded flight Atlanta Picked special edition ht year anniversary Magazines Dec Jan issues Frost cover featuring December featuring pic twitter com ad 
A beautiful & moving commemoration. Thank you to the @AmericanAir Team - They Come From Away - @wecomefromaway https:// shar.es/1PVWIe,A beautiful moving commemoration Thank Team They Come From Away https shar es PVWIe,0,13,0,2,18,1,0,0,0,8, A beautiful moving commemoration Thank Team They Come From Away HTTP share es Preview
Another #SundayFunday with the @AmericanAir AmericanAir #fAAmily at @iflymia iflymia #executiveplatinum working on #conciergekey #travel #BusinessTravel #airtravel #avgeek pic.twitter.com/G7YoDK5yjG,Another SundayFunday AmericanAir fAAmily iflymia executiveplatinum working conciergekey travel BusinessTravel airtravel avgeek pic twitter com G YoDK yjG,0,20,0,0,19,1,0,0,8,11, Another Sunday American Air family Olympia executive platinum working concierge key travel Business Travel air travel av geek pic twitter com G Yolk y Jg
Great to celebrate Veteran’s Day w/ @GCISD colleagues at @AmericanAir Skyball XV! Proud to see our students being recognized! #SoaringValor pic.twitter.com/RC5Fx3HwNi,Great celebrate Veteran Day w colleagues Skyball XV Proud see students recognized SoaringValor pic twitter com RC Fx HwNi,2,21,0,3,18,1,0,0,1,8, Great celebrate Veteran Day w colleagues Sky ball XV Proud see students recognized Soaring Valor pic twitter com RC F Awning
Bootcamp for #Vets #ebv graduation @Cornell_SHA @AmericanAir pic.twitter.com/ySSAyanxup – at Cornell University,Bootcamp Vets ebv graduation pic twitter com ySSAyanxup Cornell University,0,13,0,0,12,1,0,0,2,6, Boot camp Vets ebb graduation pic twitter com Visayans Cornell University
Thank you to @AmericanAir for a wonderful Skyball evening! #GHSUnity pic.twitter.com/MgqFSyXXx6,Thank wonderful Skyball evening GHSUnity pic twitter com MgqFSyXXx,0,10,0,2,9,1,0,0,1,4, Thank wonderful Sky ball evening Immunity pic twitter com 
Headed to @AmericanAir #skyball2017 for #VeteransDayWeekend ! Thank you AmericanAir and #DFWAirport for recognizing #veterans #militaryfamilies #goldstarfamilies pic.twitter.com/oQBuoLiWtd,Headed skyball VeteransDayWeekend Thank AmericanAir DFWAirport recognizing veterans militaryfamilies goldstarfamilies pic twitter com oQBuoLiWtd,0,15,0,1,17,1,0,0,6,9, Headed sky ball Veteran Thank American Air Airport recognizing veterans military families paterfamiliases pic twitter com 
"Hold on big boy, Tweety is coming through!! We heard on the radio the 737 pilot said “well you don’t see that every day”! @aviataircraft @AOPA @carder4real @aaskyball @dfwairport @americanair @envoyaircareers #youcanfly #teenpilots #N150UC @teamforeflight @cmgaero @AlliedPilots pic.twitter.com/qPpVDtqDX4",Hold big boy Tweety coming We heard radio pilot said well see every day youcanfly teenpilots N UC pic twitter com qPpVDtqDX,1,32,0,0,38,1,0,0,3,19, Hold big boy Tweet coming We heard radio pilot said well see every day youthfully teen pilots N CU pic twitter com 
Holy crap! @Dylan_Oakes and I just met the real Beverly Bass from @wecomefromaway at the @AmericanAir #SkyBall ! pic.twitter.com/dEqOinXQM4,Holy crap I met real Beverly Bass SkyBall pic twitter com dEqOinXQM,0,15,0,1,18,1,0,0,1,7, Holy crap I met real Beverly Bass Sky Ball pic twitter com 
New feature at http:// savemy.news Download all your archived clips to a spreadsheet with a single click. Shipped from on @AmericanAir WiFi. pic.twitter.com/MNZK6OBmhg,New feature http savemy news Download archived clips spreadsheet single click Shipped WiFi pic twitter com MNZK OBmhg,1,19,0,0,23,1,0,0,0,6, New feature HTTP save my news Download archived clips spreadsheet single click Shipped WiFi pic twitter com MN Oblong
What a delightful difference it is to fly @AmericanAir . On time and friendly and fun crew. Paying attention @united ?,What delightful difference fly On time friendly fun crew Paying attention,0,11,0,3,18,1,0,0,0,5, What delightful difference fly On time friendly fun crew Paying attention
Ok thanks @AmericanAir for making it right. Really appreciate it.,Ok thanks making right Really appreciate,0,7,0,1,9,1,0,0,0,3, OK thanks making right Really appreciate
Leaving #Iqaluit #Nunavut on NOV.11.2017 a 1959 @LockheedMartin L-188 #Electra -A #CGXFC from @BuffaloAirways Originally Owned by @AmericanAir as #N6123A #YFBSpotters pic.twitter.com/KRXawnTqsU,Leaving Iqaluit Nunavut NOV L Electra A CGXFC Originally Owned N A YFBSpotters pic twitter com KRXawnTqsU,2,18,0,0,22,1,0,0,6,13, Leaving Iqaluit Nunavut NOV L Electra A  Originally Owned N A Spotters pic twitter com 
#VeteransDay & honoring all who've served in the U.S. Armed Forces. @GeminiJets 1:200-scale @AmericanAir @Boeing 757-200 #FlagshipFreedom pic.twitter.com/tPkTFPzFct,VeteransDay honoring served U S Armed Forces scale FlagshipFreedom pic twitter com tPkTFPzFct,0,15,0,1,17,1,0,0,2,12, Veterans Day honoring served U S Armed Forces scale Flagship Freedom pic twitter com 
"Yet another reason to avoid the disreputable American Airlines at all cost. Not only switching their families flight last minute, my cousin, an autistic toddler, was forced to sit alone on a separate flight. @americanair @autismspeaks #Boycott #AmericanAirlines #AutismAwareness",Yet another reason avoid disreputable American Airlines cost Not switching families flight last minute cousin autistic toddler forced sit alone separate flight Boycott AmericanAirlines AutismAwareness,0,26,1,0,38,1,0,0,3,10, Yet another reason avoid disreputable American Airlines cost Not switching families flight last minute cousin autistic toddler forced sit alone separate flight Boycott American Airlines Autism Awareness
"Also... @AmericanAir the flight attendants on flight #1030 today, ABQ-ORD deserve a promotion. Above and beyond.",Also flight attendants flight today ABQ ORD deserve promotion Above beyond,2,11,0,0,16,1,0,0,1,7, Also flight attendants flight today AB ROD deserve promotion Above beyond
Spotted in #Iqaluit #Nunavut doing some work for @FirstAir a 1959 @LockheedMartin L-188 Electra-A #CGXFC from @BuffaloAirways AKA original #N6123A @AmericanAir #YFBSpotters pic.twitter.com/egKi1iyhhx,Spotted Iqaluit Nunavut work L Electra A CGXFC AKA original N A YFBSpotters pic twitter com egKi iyhhx,2,20,0,1,22,1,0,0,5,12, Spotted Iqaluit Nunavut work L Electra A  AKA original N A Spotters pic twitter com kike 
Dear @AmericanAir what is the point in being a part of your loyalty program if you continually screw me over?! You are as bad as the others!,Dear point part loyalty program continually screw You bad others,0,10,1,1,25,1,0,0,0,3, Dear point part loyalty program continually screw You bad others
A touch of Business Class courtesy of @AmericanAir back in 2009 en route to Chicago to visit #Oshkosh #EAA pic.twitter.com/mndwAEhbRR,A touch Business Class courtesy back en route Chicago visit Oshkosh EAA pic twitter com mndwAEhbRR,1,16,0,0,20,1,0,0,2,4, A touch Business Class courtesy back en route Chicago visit Oshkosh EA pic twitter com 
"What a night at the CALL ME BY YOUR NAME Gala with one of our favorite movie-going companions, @AmericanAir ! pic.twitter.com/VqwTB8Yygl",What night CALL ME BY YOUR NAME Gala one favorite movie going companions pic twitter com VqwTB Yygl,5,15,0,1,20,1,0,0,0,5, What night CALL ME BY YOUR NAME Gala one favorite movie going companions pic twitter com  Ugly
"Jealous much? <-- that's a chill pill, I recommend you use it",Jealous much chill pill I recommend use,0,6,2,1,9,1,0,0,0,4, Jealous much chill pill I recommend use
Would they care if was any regular joe,Would care regular joe,0,4,0,0,8,1,0,0,0,0, Would care regular Joe
"Marriage tip: Use ""Remember how you made us late for our Honeymoon flight"" in every argument for the next 25 years. That's definitely the way to go.",Marriage tip Use Remember made us late Honeymoon flight every argument next years That definitely way go,0,16,1,0,26,1,0,0,0,6, Marriage tip Use Remember made us late Honeymoon flight every argument next years That definitely way go
"Nice response time, @AmericanAir - hopefully @KrisBryant_23 and his lovely bride can make that flight after all.",Nice response time hopefully lovely bride make flight,0,10,0,2,15,1,0,0,0,5, Nice response time hopefully lovely bride make flight
